delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
398830,39295,31779,14194,11468,17253,10666,4968
158719,27548,5873,8466,23175,2458,1841,958
501801,149787,22192,41246,23899,14688,5112,2545
16665,45435,4180,1598,1415,1907,2581,1245
6688,14801,634,6075,2589,4859,1013,1364
38306,11348,8093,21742,12040,3130,1902,2809
820244,71582,44941,48825,50381,5775,4119,2450
23557,35864,4648,30242,15169,3925,2559,3794
78284,58580,17708,14173,11314,2724,2354,2780
16045,19858,4821,29236,5437,2484,1516,2254
22891,13401,5573,5048,8790,2903,2171,2346
48625,62315,8191,1019,5156,2213,2033,3045
75461,120402,40022,12581,3190,4408,1600,893
28030,13150,6357,7249,1994,1713,1821,1606
19941,26977,3402,4413,1556,1095,1684,1210
27448,31158,3640,7343,18223,2164,1613,1106
15858,25701,6450,12621,11263,1831,2203,809
41146,61639,5882,3947,5261,2641,1149,887
23748,17405,21416,25018,2315,3210,1019,1091
6670,23086,32036,35080,1806,3609,1296,1128
20285,8312,7136,5601,5156,1973,1200,1397
59491,29980,15292,225,5135,7048,885,911
43040,66812,3804,37686,21400,2205,1388,1263
71750,39769,8744,18054,1437,1089,810,537
25984,27138,13227,13028,5892,5784,686,660
89219,8332,1923,17940,8137,2191,804,2073
54986,52644,14797,11855,12051,1469,2115,1157
21526,95282,5180,18818,26073,2424,1409,1155
84290,15087,75286,18568,6411,3324,1235,776
293037,68707,25839,8316,9708,4637,1250,540
12097,23033,4515,7830,9142,4510,1754,1731
31532,40705,3583,9840,5468,1179,507,1106
59923,8591,12778,24614,2346,5601,1571,784
44769,28089,14115,6459,4214,2206,1685,1399
102572,60701,13750,16144,4246,2294,1207,1517
60820,26780,7774,5078,17352,1160,757,739
63282,24044,43033,11575,4469,1277,1338,803
102161,65710,32427,5694,2986,1602,1044,508
46167,30057,76306,19405,28300,8009,1097,887
15541,38056,5584,135395,33646,2647,1169,1822
15801,17006,7658,9435,7843,2231,521,1064
6597,19550,1534,795,6684,1746,962,2221
54329,30783,1504,12458,4350,1606,1527,897
12971,10508,25201,32500,4108,1084,863,724
17678,31929,5499,15526,16329,2805,846,1183
10200,10476,7436,7730,8755,3135,700,1069
55840,19895,4017,7689,9031,2957,1739,1751
15770,47639,8323,3422,4968,3971,1475,625
8157,14006,18780,23920,5879,2504,847,1124
31820,51098,58080,73143,16625,5758,1174,631
58943,13035,7307,23585,42972,1710,1062,495
48151,16251,9405,18543,5264,2255,722,821
40731,46984,12827,6183,4014,957,1803,1576
37786,33837,9952,12415,10130,1954,1444,855
78168,48129,4249,3515,3424,2588,543,363
275745,32857,50399,57900,6878,4765,1505,1001
65011,33218,28796,9938,8641,5527,1204,776
52754,17194,13478,6578,13177,1675,794,670
12075,10416,7423,2435,21025,3654,882,1599
58845,7009,12262,85016,19430,3371,1837,755
7157,14873,5458,2294,5102,1270,458,1254
22885,36624,13246,12802,3608,1870,806,377
4920,30761,11261,7344,1061,2691,829,1142
10575,57001,26007,4617,9316,1334,1099,1115
26352,34505,43741,106850,68079,5623,1677,1152
26869,16740,25026,22961,4568,2765,689,455
25348,19538,27674,21906,7070,2267,897,518
22243,20120,4444,40951,7073,1656,3702,828
87931,41040,36316,5569,10085,2084,821,809
566788,112675,14786,133408,6228,1738,516,459
18663,23828,21427,6302,1815,2405,496,926
27058,37131,2779,36673,6549,7408,631,1217
52455,55976,12119,8254,2116,5520,1392,603
68068,47177,16298,25075,8070,1830,1352,691
11747,55678,38082,12684,3515,1817,1064,522
15799,83655,10864,12089,11828,2623,2213,1289
204643,73107,14079,23761,12070,6429,1091,1284
38230,25225,10793,15289,9335,3419,1089,793
86187,9661,15089,8225,2315,3634,1002,895
19607,52140,12463,12275,8125,4846,496,1338
13906,46365,14197,141568,8610,2749,882,553
123999,158782,4587,102275,12606,3328,763,822
54802,20038,23631,10556,7045,2923,2258,486
39761,28573,14776,8898,2732,3127,1212,1441
68933,44183,12606,2597,3173,4075,915,794
119986,92303,12319,9073,5551,3715,1097,719
257430,81072,19515,54572,17740,10625,1115,694
653781,714731,11319,160837,68731,18575,2530,2245
733640,43938,2864,35087,8295,1995,209,231
1109760,69693,16681,230334,52758,17997,6536,3108
609878,75347,12744,16502,26506,8098,4164,3529
620995,1251516,84573,179089,62742,76758,28814,36808
386374,94344,40139,11293,9688,14298,6636,9084
4824,47281,80874,52313,27020,7174,2305,967
189656,17096,28587,3494,12075,4323,1130,1837
38535,64180,2964,7960,6782,3116,1196,1436
165884,33247,10234,4295,12075,1872,1924,2307
37839,43457,54580,7681,3186,4014,1099,1282
16926,14472,16207,2104,2187,2285,2696,1578
77162,62026,3421,12675,6201,3010,2011,509
49612,7752,2569,2271,6148,1577,1271,401
33241,17082,5050,6275,3039,1741,854,1539
13115,128258,21818,39960,31895,2603,1255,723
12917,24530,13213,16087,3215,1968,1487,856
10844,52766,3090,650,4043,2352,1520,577
190299,91544,5281,3792,4729,2936,1442,894
98870,23282,47502,21419,13450,2985,882,2102
8676,6473,11931,46704,12806,4483,1006,685
37146,26903,7006,43720,5404,3622,572,1894
30381,29496,24701,3970,1670,3689,1073,429
136740,28675,24904,63721,21906,2976,2619,833
84532,77022,17923,66127,2255,3394,606,668
343121,66213,40319,24231,794,3186,891,486
54722,16708,3598,11987,10747,4046,536,1211
410941,127662,34179,40425,24977,3464,1524,943
26596,30999,8793,9661,4720,4134,495,376
19023,45275,27351,14261,66839,4366,713,634
17863,15531,25272,38562,12125,4277,534,510
25894,30758,20823,49410,7935,2913,573,789
99651,119521,29738,9148,4976,1057,811,975
5491,43136,28283,7358,7695,6569,1508,475
48468,65537,73462,63058,149589,7254,1224,891
90437,56929,20727,96284,24709,3260,1843,1167
39519,117403,32128,8218,17809,2525,2531,737
165515,34958,86195,66077,14036,3883,1259,1089
376997,187528,9520,26853,21407,1363,780,289
640627,298860,32866,58500,23280,9053,1797,2195
19003,44206,33362,123170,94431,17064,2063,838
51059,4567,5488,6579,1520,259,81,74
111644,83504,18118,14494,14116,1799,1090,1668
68143,22067,14098,1420,6537,2685,1482,885
212824,88380,39868,25659,25350,2573,379,332
32262,15100,14954,42513,28523,3860,1166,633
1579,17058,8343,22918,4708,1842,995,366
9082,27494,12617,3017,4638,3453,841,475
20295,37470,21390,45555,4051,1419,934,1207
203548,71449,14910,18174,1273,999,386,140
809530,67340,49270,148854,51522,13066,3156,2402
24662,117733,89415,29629,113820,1788,630,1041
68997,17669,21497,21345,1516,1970,184,257
14805,41610,11325,17568,6808,2438,560,1158
46046,9786,19392,1128,2826,2349,1335,1128
68410,15644,3487,5138,3196,2420,1506,651
242479,84775,52384,17301,10856,3385,1512,375
41333,48488,24981,26653,7505,2140,1022,679
26640,39827,46153,38141,10855,1739,568,684
40526,36612,4381,10905,6950,5075,725,745
101924,97446,12647,40067,5080,2644,747,724
48216,100905,13911,45192,7917,6173,1070,564
124601,141784,35545,6389,42684,4797,1533,1341
31271,16340,419545,53511,14019,2273,735,594
40310,63389,20362,7850,3301,1689,2312,1011
39344,95911,102267,23200,17950,3480,706,385
49787,30114,13137,2812,6466,3208,432,468
64038,48310,2303,1994,9313,2811,1252,741
348678,68717,74870,55538,50498,5737,1079,595
935047,75110,60597,51543,10725,9913,1497,494
64182,55417,18094,4591,7890,2193,630,479
17559,7791,16724,16072,10303,2043,574,602
39211,26244,13640,10320,3679,5153,935,236
69387,16662,14133,6380,4989,1694,783,714
69021,85196,73524,24446,7153,1786,1700,481
19171,45521,69099,15792,20891,1980,674,513
521862,69308,15274,26174,8234,1041,1521,1190
78900,191274,11084,40693,16263,2515,967,669
40323,57664,17163,37957,30117,3020,1129,572
13810,55664,12209,12895,9920,3385,842,674
13101,124332,61766,29377,71517,2568,1088,555
20425,60971,3562,40790,9044,2142,775,418
82900,38970,113332,10588,6863,4225,1616,484
4134,59527,18765,4074,17898,1690,1024,930
16870,10236,40463,13018,18742,7785,976,553
19750,20859,31804,3175,3538,2362,880,570
12346,33286,3254,5330,4449,1657,1585,781
62053,8413,49484,19183,84761,2338,837,1074
28734,16836,92641,20412,17030,4708,1520,764
49176,15067,2421,3936,7100,3686,400,626
54029,15208,2811,16313,5958,1812,961,646
82142,76886,63286,44261,14830,3335,1390,450
12802,26556,23581,83342,4051,2480,650,1757
71862,20606,4397,42963,19137,4024,635,599
32505,24625,16270,7403,4552,1585,861,707
1564299,221613,54510,41255,20020,16585,2112,1469
39716,38429,13614,59697,9604,5264,1937,1468
42751,58390,29602,45853,105360,5984,2119,5607
96093,167576,43735,181162,23921,12838,1807,782
14546,46745,29250,12444,36929,1551,1427,834
15720,39852,13554,12849,3972,2952,974,1172
45634,45886,26928,38060,8853,3101,1109,856
10918,10109,6750,28194,2490,2758,802,785
9571,29807,4485,6590,1611,5736,365,599
5294,24948,2522,12154,8564,1556,1285,1144
58479,28826,4658,4120,2538,3668,1052,509
65886,16085,8618,11471,13255,3357,562,838
33770,45058,9538,2299,4644,3089,968,1972
107997,71280,31458,29166,40490,2556,1190,491
14144,24655,5009,9620,5362,2486,1193,811
56339,21738,23829,8412,1672,2613,784,861
197646,37725,10297,11020,4720,3387,590,456
24928,25405,1693,2953,9417,2460,550,1022
133426,56309,7371,25827,33477,4387,1133,581
21837,18225,8560,6099,12440,4057,1519,792
23213,15978,19761,7407,2301,1424,1171,831
54293,15748,11933,2938,27162,6519,1148,438
28837,78696,21558,9373,24417,3605,1522,578
17346,18397,8315,3016,9665,7736,1061,732
35229,28039,36791,786,10409,5098,1041,453
19529,50733,9658,4941,12309,2795,1434,688
50339,31747,14842,5366,5098,2177,1977,794
38870,16552,20694,6089,16683,5076,640,843
46741,61099,25146,8945,33692,2861,928,736
50428,24035,30956,1852,21076,7504,1277,677
24438,46742,32730,8833,8539,2212,769,720
44288,26640,113370,25720,36585,3560,1306,645
28752,39805,6132,24483,5126,3437,925,942
23277,79518,17747,30564,8849,2292,1715,1088
156395,94873,26197,89752,7881,5885,1203,562
138243,38380,10847,23195,19742,3494,397,456
30199,31297,32394,5067,5130,3709,1528,902
38452,34162,9413,9176,7212,3245,1236,1210
93577,37797,18671,13782,31363,7756,950,533
21765,43426,3018,6078,13983,2142,497,577
86816,135963,6300,8648,36516,1807,874,637
15093,63260,26974,3140,7473,5624,1334,695
18960,85584,10495,5053,7840,2580,1316,427
36779,55045,6429,5896,9715,6431,703,359
7267,36904,25408,6430,5869,4777,1117,325
121471,48698,8811,14838,3850,9078,1490,839
27689,134569,15912,14103,6585,3866,835,468
27860,104464,34465,17456,7642,2462,1113,1103
6143,57632,1144,11593,23084,3457,674,601
38968,16360,10572,7091,5362,2102,2752,586
25404,50991,13862,3936,14028,2708,1062,1046
15299,58086,3694,2398,6134,3273,799,1093
8934,166792,7836,5791,7898,2311,652,896
21839,111881,24508,89174,17778,8735,1942,678
25614,75629,4557,5595,2538,2666,387,471
54469,121333,22975,1665,10657,6388,404,408
88961,48986,6712,6664,4943,2823,481,440
14191,107258,5247,9501,53332,11017,2228,906
44379,90731,16749,4806,19701,3548,1197,649
12083,43930,7941,15393,17224,5646,649,1035
13247,75259,22992,45938,11397,2181,1515,597
25105,36974,114554,6807,10941,4130,958,438
42937,37606,63181,20522,53630,3280,896,677
378724,155858,7358,51818,14800,2703,1321,815
14308,46915,25510,11462,26345,6876,1186,532
65336,31929,6425,8783,3084,4321,1174,572
13836,57974,27252,9907,4216,1496,1065,463
17716,51976,24833,7019,29974,12970,1733,1236
54759,13950,13216,10627,8306,4463,792,606
21397,13101,1128,5437,3853,5604,1460,641
41786,37662,7021,1149,4811,3468,991,521
29302,77336,7457,5319,24827,1609,1011,810
40218,34000,8355,4674,3766,5445,602,591
5993,8804,62994,3903,8855,4531,1963,648
36870,55008,18061,5710,22251,5305,2041,537
30735,22583,12708,8999,4338,9916,569,485
30457,45700,4681,9730,11875,8269,1248,1919
55484,37528,1279,28497,8834,1631,1254,385
34403,73231,17741,8946,10856,4539,875,391
11041,97911,7257,2284,6052,6260,729,509
213545,78562,35432,39118,146277,14678,3374,3179
92872,109324,45564,7573,12183,4677,2220,1433
35593,25174,4096,5299,11867,2931,825,718
16569,38182,18659,14938,32950,15544,2850,1019
574044,337773,20534,89288,109642,13666,2998,4577
26773,62383,37838,12680,89296,14338,2170,2521
13182,66615,17568,8746,18338,37168,3386,3987
185075,124023,36686,35329,17932,34893,6721,11205
337673,57695,28374,3378,21292,12301,15826,10202
75708,63957,32422,1790,6929,33315,6818,4656
25049,23847,3394,13278,45208,9556,4468,5845
14190,112644,17770,1874,4657,8488,4394,4760
18352,27706,10890,10452,4312,9223,3242,2785
19918,13190,21707,7919,2477,6745,3111,2385
15775,52083,10844,4973,5090,7557,2664,2661
33456,40483,53084,8545,8394,5007,4467,6913
52698,16706,7837,9211,5691,5280,3588,2604
15053,56557,669,3186,4242,14966,4174,2030
17411,36995,25088,1602,4315,8109,5583,3602
10626,6745,5460,7666,6921,9746,6934,14791
1002349,319174,42249,117823,30003,80593,34597,41444
1977142,74696,11587,18270,16106,8116,2532,2626
725802,575289,111872,37796,54920,34445,21781,22466
824016,28776,8465,2954,3743,6410,2451,3949
361165,655395,54296,27170,93020,37844,16172,35498
1682148,140176,29187,70116,21680,11257,13607,18575
274245,8440,916,2526,695,1155,1176,1658
1758178,177871,19884,24086,83981,33301,53468,33838
2286015,1883534,329505,340813,354072,225054,164960,317930
146033,24670,5247,2680,2899,25153,14090,10453
1387046,193317,162009,20409,56094,38664,21985,17041
382237,15006,9276,3437,4899,2528,3179,6220
55311,27873,6875,7274,4756,5651,851,1796
15623,18594,1228,2080,4004,2731,1401,1300
16340,18155,24578,7537,9217,3564,1080,938
12171,15928,2253,3863,6414,4245,864,1050
50987,48000,2920,2921,10535,5525,829,1129
44976,15117,6275,3095,4836,7249,1527,1359
53237,13976,29150,4174,3164,3836,669,835
49932,46388,8417,4537,10774,6672,1400,962
29068,8584,27521,1335,6073,10549,1061,828
16863,33053,8219,12128,3561,9973,1600,643
20520,44209,41007,1341,4550,3295,1562,825
64465,22104,3112,2100,9154,2883,851,1378
35448,30142,2853,5524,2810,6951,1249,821
30099,25865,4663,5824,7772,3300,629,814
40420,22962,2425,6074,4832,9185,1083,835
51131,19805,1035,8789,4526,4654,2384,1357
265836,271782,73369,22557,37213,71239,21980,42885
1506104,956989,107077,258968,412727,132539,100949,29117
318618,65857,47703,14257,7280,13418,12813,5362
29514,30674,7843,4415,4167,4419,1011,827
63811,34178,6195,4697,4399,3810,726,922
7608,64743,20283,5283,1608,2290,2007,629
12068,12045,21814,5586,3060,1895,1530,1425
27087,20130,11411,12174,7126,4755,935,687
22062,60841,10487,11364,1918,1727,669,1166
12612,10522,6428,6443,1567,6508,2551,694
23790,18352,7543,6849,8342,4490,773,967
32777,19597,12944,6378,2159,1347,1735,398
57858,41282,45501,3305,12499,5000,868,633
26178,33292,6400,2921,3627,1807,1796,411
62587,12813,41032,5360,31819,2866,1432,758
33068,29777,17140,44038,53867,6939,2641,694
24703,28613,1315,16462,4723,1004,1455,975
85041,65267,22820,8314,13327,2318,1210,476
10824,19728,19256,7882,3407,4193,1550,1735
65940,59601,20880,43377,28012,4223,1836,766
540439,86518,12079,64491,6174,4546,967,1189
39031,31620,7160,9113,9093,1989,694,344
34998,29681,20433,6172,4009,1591,1068,479
61633,14985,10520,45920,18267,4375,839,883
801528,99203,52970,121549,9744,5770,1284,995
56255,35329,9342,25840,4170,2453,904,535
48881,132258,8372,6258,1812,2274,1126,448
20208,34344,11616,3435,9301,1925,846,511
83552,16451,4014,3281,12847,3715,1446,1056
28819,43455,14910,10272,45039,4573,1054,759
88250,44111,28962,23259,24207,5236,790,1374
29240,20978,11044,9379,7091,6174,1072,956
26237,40528,32900,5577,13858,4136,196,697
36355,31535,4545,19050,55154,3576,1244,552
29145,114104,19914,16195,9759,5670,527,1818
37072,26372,1250,13251,13710,2753,670,879
76839,43125,20931,112524,14994,4339,1332,1512
71139,50071,8427,10177,11380,4383,760,1278
90849,36139,8967,4193,6880,3730,914,605
29633,26194,9392,22694,15427,4588,924,132
70081,53768,43236,155298,7050,2397,776,983
44078,50717,35721,96110,38677,1637,1674,717
53193,19901,25042,35415,15805,2124,661,757
44621,28046,27980,26916,5859,2868,782,605
57734,37476,6538,45453,22080,1714,811,758
156905,10444,27635,19010,11625,2661,1065,788
670262,87202,29517,41633,20657,3731,1228,1316
43822,41160,13286,9514,17042,2385,659,574
10213,31129,19113,1932,6799,3640,738,1127
55197,49422,23826,54171,42983,8269,690,641
69796,39642,58141,62681,29281,12463,2119,559
45669,44596,77071,34374,15669,1816,481,189
84477,21114,45250,10276,87725,5286,1239,960
12622,60855,21476,9662,6065,2228,868,804
78141,128584,7660,165659,4562,6022,1161,595
28482,61296,16391,4790,14600,5105,768,758
336357,34766,18193,38907,9570,6395,750,598
95693,61655,15451,53272,32173,4464,1531,417
91438,48708,17482,76612,14654,4005,1793,311
83180,44819,2868,1540,1644,8947,837,551
73612,100311,22930,5481,3305,2647,757,554
250942,257180,89085,179435,25070,7193,1892,631
87211,43634,75547,148706,17202,2244,1526,364
12494,32477,16160,9920,23195,3764,1070,346
10238,20151,2377,12092,29842,2926,1702,1101
103105,18082,34278,19421,14419,2426,761,781
30158,78948,31129,55754,3591,1868,594,492
51752,23793,14755,5949,4166,2362,1193,493
6484,11588,7883,3958,5327,2592,1114,730
9131,32375,15980,9724,2293,4354,1066,512
209162,21637,15364,38773,6741,2676,405,122
16444,26353,9626,9446,6304,3429,712,1241
22873,25994,8430,7037,2358,3217,1194,1047
78803,46991,30510,16821,22989,2981,958,1647
67352,31071,25547,60974,18480,6168,346,893
28548,37067,32105,52221,23175,1252,2529,498
30714,64100,10290,13353,7671,1743,906,784
19138,7791,922,11136,3277,1836,2115,1171
21065,37682,10602,10427,26943,2631,554,401
216553,83090,15378,173130,22846,11748,468,1182
55916,95761,49956,50319,4050,3352,992,462
77419,112502,25235,15753,12527,3816,1339,1200
65293,35007,14976,5687,10242,3094,1064,419
19433,19370,18777,2980,4432,4421,533,531
46528,14355,8519,11246,7385,1983,877,739
53895,33029,39696,145989,7906,3154,414,700
42515,26182,67268,56933,7990,3704,1327,643
152014,157664,115584,80623,34069,6907,632,809
119892,216932,15260,50124,242086,10609,2359,953
46176,50417,23969,16649,74183,8895,2265,616
451128,302846,16228,103001,37671,7042,787,542
37179,22900,7721,18719,15369,1584,869,354
49037,21784,31671,64524,22535,3965,756,565
63617,65925,3356,21580,5661,2029,1313,533
50969,61949,37650,14896,19183,2904,563,1459
36731,42697,44499,25831,9111,3014,756,657
39932,52886,28060,1687,8630,2861,809,679
116678,256718,63345,60460,17720,13000,2416,1255
35432,99533,20213,15098,16714,10951,1497,1023
77405,103867,39605,24511,19936,13195,769,589
54139,36628,83321,20923,13275,6630,877,456
30677,64712,27639,8856,3696,3882,706,694
51400,29325,33755,45507,18557,2516,933,657
56666,78114,72361,3589,10178,8865,927,735
9183,146090,35817,8495,19365,3615,767,984
346770,305330,91845,11161,25821,21426,869,751
449552,64644,46423,9383,14245,8973,1053,228
17598,31361,20819,11733,10310,7779,1182,751
88142,43228,27898,13730,10384,3934,1045,687
73051,59309,5511,9179,8454,8900,1064,545
10638,57906,4894,12861,20727,6357,686,671
48085,32684,12512,19578,8451,4883,505,502
37460,18507,15248,3173,13837,2938,753,532
27541,32734,20840,10244,22268,16738,1426,1105
19456,41348,22312,20010,19945,8418,730,594
11546,40904,5512,7360,10689,2481,498,1156
76710,64542,37880,5266,6404,2644,1302,530
18515,47120,7668,9491,14280,3531,573,564
18344,48112,23079,7069,4042,3123,922,460
81391,45093,65190,6496,7123,4486,596,160
29751,29212,17779,4536,3777,4491,419,818
36629,23666,33214,2021,3602,3802,993,655
30118,49537,25228,14237,8553,3863,1046,1159
